T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17
62561,23333,51353,28937,54155,56957,40145,31739,57874,14927,,,48551,59759,,,
29752,54102,18034,59961,53645,23893,6316,30209,54559,12632,,,47786,59504,,,
7312,44317,36560,29693,29248,21936,445,22381,59386,890,,,43872,14624,,,
45015,21595,28986,62291,49334,4319,12957,17276,59219,25914,,,8638,24667,,,
13717,9666,3222,47595,54868,41151,58090,33878,29827,50817,,,16939,27434,,,
61124,1778,44168,10256,48407,52646,27212,14495,20512,54424,,,39929,56885,,,
38292,51476,60734,40255,22442,49513,17813,1963,15147,35626,,,33663,11221,,,
7003,39682,35015,25676,28012,21009,63027,18673,51352,60691,,,42018,14006,,,
55994,55554,18518,8929,27887,37256,46405,18298,17858,27447,,,9149,46625,,,
50494,38417,56381,2792,5887,20756,62268,17661,5584,59173,,,41512,35625,,,
62939,29003,53243,33851,55667,58091,43547,36275,2339,21731,,,50819,60515,,,
30917,6214,23859,9743,58305,27388,16801,44189,19486,33602,,,54776,61834,,,
16263,47856,15952,15330,65052,48789,15641,64430,30660,31282,,,32215,32526,,,
51679,56192,62306,18197,10627,24311,7570,31881,36394,15140,,,48622,37995,,,
10047,19979,50235,65248,40188,30141,25060,55201,65133,50120,,,60282,20094,,,
3471,52065,17355,45123,13884,10413,31239,41652,24883,62478,,,20826,6942,,,
22629,12620,47782,32725,25153,2524,7572,10096,87,15144,,,5048,45258,,,
60924,64141,43168,7656,47607,52046,25412,12095,15312,50824,,,38729,56485,,,
3092,46380,15460,40196,12368,9276,27828,37104,15029,55656,,,18552,6184,,,
21288,57868,41077,15292,19789,63864,60866,59367,30584,56369,,,62365,42576,,,
20997,53503,39622,11509,18625,62991,58247,55875,23018,51131,,,60619,41994,,,
35144,4256,44994,64694,9850,40069,54844,29550,64025,44325,,,14775,4925,,,
41222,30063,10021,12982,34162,58303,44183,37123,25964,23003,,,51243,17081,,,
65142,62048,64258,62490,64479,64700,63374,62711,59617,61385,,,64037,64921,,,
26467,4827,1609,17256,40505,14038,42114,56152,34512,18865,,,28076,52934,,,
17419,65196,21732,30358,4313,52257,26045,12939,60716,52090,,,39151,34838,,,
59046,35971,33778,48605,40095,46412,8510,54922,31847,17020,,,27461,52729,,,
64742,56048,62258,57290,62879,63500,59774,57911,49217,54185,,,61637,64121,,,
21430,59998,41787,17138,20357,64290,62144,61071,34276,58925,,,63217,42860,,,
45989,36205,33856,9590,53230,7241,21723,28964,19180,43446,,,14482,26615,,,
54415,31869,10623,53765,21571,32519,32194,64713,42167,64388,,,65038,43467,,,
34042,53089,39484,50368,5442,36763,44926,16326,35373,24489,,,8163,2721,,,
43359,62118,20706,40763,42710,64714,63416,62767,16163,61469,,,64065,21355,,,
49076,17147,49291,49721,215,16502,49506,645,34079,33649,,,33004,32789,,,
9460,11174,47300,57617,37840,28380,19777,48157,49871,39554,,,56760,18920,,,
30885,5734,23699,9327,58177,27292,16513,43805,18654,33026,,,54584,61770,,,
10631,28739,53155,7477,42524,31893,30316,62209,14954,60632,,,63786,21262,,,
40892,25113,8371,8692,32842,57313,41213,33163,17384,17063,,,49263,16421,,,
7062,40567,35310,26443,28248,21186,63558,19381,52886,61753,,,42372,14124,,,
1015,15225,5075,13195,4060,3045,9135,12180,26390,18270,,,6090,2030,,,
47914,65080,43481,34615,60930,13016,39048,52064,3867,12733,,,26032,30465,,,
1037,15555,5185,13481,4148,3111,9333,12444,26962,18666,,,6222,2074,,,
51786,57797,62841,19588,11055,24632,8533,33165,39176,17066,,,49264,38209,,,
28879,41007,13669,48612,50153,21274,63822,19733,31861,62281,,,42548,57758,,,
49753,27302,52676,58522,2923,18533,55599,8769,51681,45835,,,37066,34143,,,
63249,33653,54793,37881,56907,59021,46337,39995,10399,27311,,,52679,61135,,,
20114,40258,35207,30,15093,60342,50300,45279,60,35237,,,55321,40228,,,
10462,26204,52310,5280,41848,31386,28795,60181,10560,57590,,,62772,20924,,,
11148,36494,55740,14198,44592,33444,34969,3050,28396,4575,,,1525,22296,,,
1158,17370,5790,15054,4632,3474,10422,13896,30108,20844,,,6948,2316,,,
7719,50422,38595,34984,30876,23157,4108,27265,4605,8216,,,46314,15438,,,
51284,50267,60331,13062,9047,23126,4015,27141,26124,8030,,,46252,37205,,,
5890,22987,29450,11207,23560,17670,53010,5317,22414,40657,,,35340,11780,,,
56195,58569,19523,11542,28691,37859,48214,20710,23084,31065,,,10355,47027,,,
20507,46153,37172,5139,16665,61521,53837,49995,10278,42311,,,57679,41014,,,
14267,17916,5972,54745,57068,42801,63040,40478,44127,60717,,,20239,28534,,,
27198,15792,5264,26759,43429,16231,48693,64924,53518,32023,,,32462,54396,,,
15349,34146,11382,3448,61396,46047,7415,53462,6896,14830,,,26731,30698,,,
21541,61663,42342,18581,20801,64623,63143,62403,37162,60923,,,63883,43082,,,
162,2430,810,2106,648,486,1458,1944,4212,2916,,,972,324,,,
28512,35502,11834,43841,48685,20173,60519,15329,22319,55675,,,40346,57024,,,
50524,38867,56531,3182,6007,20846,62538,18021,6364,59713,,,41692,35685,,,
2856,42840,14280,37128,11424,8568,25704,34272,8893,51408,,,17136,5712,,,
45115,23095,29486,63591,49734,4619,13857,18476,61819,27714,,,9238,24867,,,
31317,12214,25859,14943,59905,28588,20401,48989,29886,40802,,,57176,62634,,,
21300,58048,41137,15448,19837,63900,60974,59511,30896,56585,,,62437,42600,,,
23109,19820,50182,38965,27073,3964,11892,15856,12567,23784,,,7928,46218,,,
14678,24081,8027,60088,58712,44034,1376,45410,54813,2752,,,22705,29356,,,
34171,55024,40129,52045,5958,37150,46087,17874,38727,26811,,,8937,2979,,,
700,10500,3500,9100,2800,2100,6300,8400,18200,12600,,,4200,1400,,,
57837,17836,27733,32888,35259,42785,62992,40414,413,60621,,,20207,50311,,,
48047,1712,44146,36344,61462,13415,40245,53660,7325,15127,,,26830,30731,,,
24445,39860,56862,56333,32417,7972,23916,31888,47303,47832,,,15944,48890,,,
53725,21519,7173,44795,18811,30449,25984,56433,24227,51968,,,60898,42087,,,
43328,61653,20551,40360,42586,64621,63137,62395,15357,60911,,,63879,21293,,,
43620,670,22011,44156,43754,134,402,536,22949,804,,,268,21877,,,
29649,52557,17519,58622,53233,23584,5389,28973,51881,10778,,,47168,59298,,,
54547,33849,11283,55481,22099,32915,33382,934,45599,1401,,,467,43731,,,
57274,9391,24918,25569,33007,41096,57925,33658,51138,50487,,,16829,49185,,,
14322,18741,6247,55460,57288,42966,63535,41138,45557,61707,,,20569,28644,,,
36878,30266,53664,21873,16786,45271,5087,50358,43746,10174,,,25179,8393,,,
19591,32413,32592,58594,13001,58773,45593,39003,51825,25823,,,52183,39182,,,
49140,18107,49611,50553,471,16694,50082,1413,35743,34801,,,33388,32917,,,
20724,49408,38257,7960,17533,62172,55790,52599,15920,46217,,,58981,41448,,,
52459,2529,843,28337,13747,26651,14590,41241,56674,29180,,,53302,39555,,,
16601,52926,17642,19724,1041,49803,18683,3123,39448,37366,,,34243,33202,,,
45804,33430,32931,7185,52490,6686,20058,26744,14370,40116,,,13372,26245,,,
21855,1010,43912,22663,22057,202,606,808,45326,1212,,,404,43710,,,
55426,47034,15678,1545,25615,35552,41293,11482,3090,17223,,,5741,45489,,,
15889,42246,14082,10468,63556,47667,12275,59942,20936,24550,,,29971,31778,,,
51218,49277,60001,12204,8783,22928,3421,26349,24408,6842,,,45856,37073,,,
59637,44836,36733,56288,42459,48185,13829,62014,47213,27658,,,31007,53911,,,
38032,47576,59434,36875,21402,48733,15473,64206,8387,30946,,,32103,10701,,,
26606,6912,2304,19063,41061,14455,43365,57820,38126,21367,,,28910,53212,,,
41883,39978,13326,21575,36806,60286,50132,45055,43150,34901,,,55209,18403,,,
50752,42287,57671,6146,6919,21530,64590,20757,12292,63817,,,43060,36141,,,
42984,56493,18831,35888,41210,63589,60041,58267,6413,54719,,,61815,20605,,,
48439,7592,46106,41440,63030,14591,43773,58364,17517,22183,,,29182,31515,,,
28074,28932,9644,38147,46933,18859,56577,10073,10931,47791,,,37718,56148,,,
38799,59081,63269,46846,24470,51034,22376,8047,28329,44752,,,36705,12235,,,
30872,5539,23634,9158,58125,27253,16396,43649,18316,32792,,,54506,61744,,,
8343,59782,41715,43096,33372,25029,9724,34753,20829,19448,,,50058,16686,,,
30382,63552,21184,2788,56165,25783,11986,37769,5576,23972,,,51566,60764,,,
52829,8079,2693,33147,15227,27761,17920,45681,931,35840,,,55522,40295,,,
16358,49281,16427,16565,69,49074,16496,207,33130,32992,,,32785,32716,,,
3036,45540,15180,39468,12144,9108,27324,36432,13573,54648,,,18216,6072,,,
11432,40754,57160,17890,45728,34296,37525,6458,35780,9687,,,3229,22864,,,
51142,48137,59621,11216,8479,22700,2737,25437,22432,5474,,,45400,36921,,,
46261,40285,35216,13126,54318,8057,24171,32228,26252,48342,,,16114,27159,,,
36924,30956,53894,22471,16970,45409,5501,50910,44942,11002,,,25455,8485,,,
27687,23127,7709,33116,45385,17698,53094,5429,869,40825,,,35396,55374,,,
36050,17846,49524,11109,13474,42787,62998,40422,22218,60633,,,20211,6737,,,
4589,3472,22945,59657,18356,13767,41301,55068,53951,17239,,,27534,9178,,,
23308,22805,51177,41552,27869,4561,13683,18244,17741,27366,,,9122,46616,,,
49702,26537,52421,57859,2719,18380,55140,8157,50355,44917,,,36760,34041,,,
54273,29739,9913,51919,21003,32093,30916,63009,38475,61832,,,64186,43183,,,
9050,5024,45250,52287,36200,27150,16087,43237,39211,32174,,,54300,18100,,,
24088,34505,55077,51692,30989,6901,20703,27604,38021,41406,,,13802,48176,,,
56256,59484,19828,12335,28935,38042,48763,21442,24670,32163,,,10721,47149,,,
31243,11104,25489,13981,59609,28366,19735,48101,27962,39470,,,56732,62486,,,
8276,58777,41380,42225,33104,24828,9121,33949,19087,18242,,,49656,16552,,,
18590,17398,27587,45581,8997,55770,36584,26991,25799,7805,,,46177,37180,,,
3690,55350,18450,47970,14760,11070,33210,44280,30577,1057,,,22140,7380,,,
61173,2513,44413,10893,48603,52793,27653,15083,21786,55306,,,40223,56983,,,
46916,50110,38491,21641,56938,10022,30066,40088,43282,60132,,,20044,28469,,,
21478,60718,42027,17762,20549,64434,62576,61647,35524,59789,,,63505,42956,,,
54437,32199,10733,54051,21659,32585,32392,64977,42739,64784,,,65170,43511,,,
37914,45806,58844,35341,20930,48379,14411,62790,5319,28822,,,31395,10465,,,
5838,22207,29190,10531,23352,17514,52542,4693,21062,39721,,,35028,11676,,,
47043,52015,39126,23292,57446,10403,31209,41612,46584,62418,,,20806,28723,,,
43830,3820,23061,46886,44594,764,2292,3056,28409,4584,,,1528,22297,,,
1246,18690,6230,16198,4984,3738,11214,14952,32396,22428,,,7476,2492,,,
23207,21290,50672,40239,27465,4258,12774,17032,15115,25548,,,8516,46414,,,
31926,21349,28904,22860,62341,30415,25882,56297,45720,51764,,,60830,63852,,,
63121,31733,54153,36217,56395,58637,45185,38459,7071,25007,,,51911,60879,,,
62949,29153,53293,33981,55707,58121,43637,36395,2599,21911,,,50879,60535,,,
32677,32614,32659,32623,65345,32668,32641,65309,65246,65282,,,65336,65354,,,
64571,53483,61403,55067,62195,62987,58235,55859,44771,51107,,,60611,63779,,,
56697,736,22033,18068,30699,39365,52732,26734,36136,40101,,,13367,48031,,,
43496,64173,21391,42544,43258,65125,64649,64411,19725,63935,,,64887,21629,,,
7825,52012,39125,36362,31300,23475,5062,28537,7361,10124,,,46950,15650,,,
4577,3292,22885,59501,18308,13731,41193,54924,53639,17023,,,27462,9154,,,
21196,56488,40617,14096,19421,63588,60038,58263,28192,54713,,,61813,42392,,,
4805,6712,24025,62465,19220,14415,43245,57660,59567,21127,,,28830,9610,,,
61324,4778,45168,12856,49207,53246,29012,16895,25712,58024,,,41129,57285,,,
8129,56572,40645,40314,32516,24387,7798,32185,15265,15596,,,48774,16258,,,
58081,21496,28953,36060,36235,43517,65188,43342,6757,65013,,,21671,50799,,,
25628,57605,62777,6349,37149,11521,34563,46084,12698,3763,,,23042,51256,,,
481,7215,2405,6253,1924,1443,4329,5772,12506,8658,,,2886,962,,,
19293,27943,31102,54720,11809,57879,42911,35427,44077,20459,,,50395,38586,,,
62055,15743,48823,22359,52131,55439,35591,25667,44718,5819,,,45515,58747,,,
6059,25522,30295,13404,24236,18177,54531,7345,26808,43699,,,36354,12118,,,
20576,47188,37517,6036,16941,61728,54458,50823,12072,43553,,,58093,41152,,,
26411,3987,1329,16528,40281,13870,41610,55480,33056,17857,,,27740,52822,,,
7563,48082,37815,32956,30252,22689,2704,25393,549,5408,,,45378,15126,,,
23828,30605,53777,48312,29949,6121,18363,24484,31261,36726,,,12242,47656,,,
10496,26714,52480,5722,41984,31488,29101,60589,11444,58202,,,62976,20992,,,
17132,60891,20297,26627,3165,51396,23462,9495,53254,46924,,,37429,34264,,,
8534,62647,42670,45579,34136,25602,11443,37045,25795,22886,,,51204,17068,,,
63998,44888,58538,47618,59903,61268,53078,48983,29873,40793,,,57173,62633,,,
21212,56728,40697,14304,19485,63636,60182,58455,28608,55001,,,61909,42424,,,
7621,48952,38105,33710,30484,22863,3226,26089,2057,6452,,,45726,15242,,,
34036,52999,39454,50290,5418,36745,44872,16254,35217,24381,,,8127,2709,,,
42303,46278,15426,27035,38486,61546,53912,50095,54070,42461,,,57729,19243,,,
59309,39916,35093,52024,41147,47201,10877,58078,38685,21754,,,29039,53255,,,
45667,31375,32246,5404,51942,6275,18825,25100,10808,37650,,,12550,25971,,,
63106,31508,54078,36022,56335,58592,45050,38279,6681,24737,,,51821,60849,,,
60309,54916,40093,65024,45147,50201,19877,4715,64685,39754,,,35039,55255,,,
25578,56855,62527,5699,36949,11371,34113,45484,11398,2863,,,22742,51156,,,
57044,5941,23768,22579,32087,40406,55855,30898,45158,46347,,,15449,48725,,,
39205,65171,65299,52124,26094,52252,26030,12919,38885,52060,,,39141,13047,,,
36965,31571,54099,23004,17134,45532,5870,51402,46008,11740,,,25701,8567,,,
34903,641,43789,61561,8886,39346,52675,26658,57759,39987,,,13329,4443,,,
64169,47453,59393,49841,60587,61781,54617,51035,34319,43871,,,58199,62975,,,
51308,50627,60451,13374,9143,23198,4231,27429,26748,8462,,,46396,37253,,,
10114,20984,50570,756,40456,30342,25663,56005,1512,51326,,,60684,20228,,,
15263,32856,10952,2330,61052,45789,6641,52430,4660,13282,,,26215,30526,,,
6405,30712,32025,17902,25620,19215,57645,11497,35804,49927,,,38430,12810,,,
16109,45546,15182,13328,64436,48327,14255,62582,26656,28510,,,31291,32218,,,
24575,41810,57512,58023,32937,8362,25086,33448,50683,50172,,,16724,49150,,,
11242,37904,56210,15420,44968,33726,35815,4178,30840,6267,,,2089,22484,,,
17702,4078,23147,34037,5445,53106,28592,16335,2711,57184,,,40849,35404,,,
43491,64098,21366,42479,43238,65110,64604,64351,19595,63845,,,64857,21619,,,
6945,38812,34725,24922,27780,20835,62505,17977,49844,59647,,,41670,13890,,,
45786,33160,32841,6951,52418,6632,19896,26528,13902,39792,,,13264,26209,,,
18687,18853,28072,46842,9385,56061,37457,28155,28321,9551,,,46759,37374,,,
20762,49978,38447,8454,17685,62286,56132,53055,16908,46901,,,59209,41524,,,
59147,37486,34283,49918,40499,46715,9419,56134,34473,18838,,,28067,52931,,,
17155,61236,20412,26926,3257,51465,23669,9771,53852,47338,,,37567,34310,,,
12582,58004,62910,32840,50328,37746,47875,20258,317,30387,,,10129,25164,,,
57453,12076,25813,27896,33723,41633,59536,35806,55792,53709,,,17903,49543,,,
45826,33760,33041,7471,52578,6752,20256,27008,14942,40512,,,13504,26289,,,
25727,59090,63272,7636,37545,11818,35454,47272,15272,5545,,,23636,51454,,,
17905,7123,24162,36676,6257,53715,30419,18771,7989,60838,,,42067,35810,,,
13856,11751,3917,49402,55424,41568,59341,35546,33441,53319,,,17773,27712,,,
20225,41923,35762,1473,15537,60675,51299,46611,2946,37235,,,55987,40450,,,
29998,57792,19264,63159,54629,24631,8530,33161,60955,17060,,,49262,59996,,,
50608,40127,56951,4274,6343,21098,63294,19029,8548,61225,,,42196,35853,,,
17640,3148,22837,33231,5197,52920,28034,15591,1099,56068,,,40477,35280,,,
32579,31144,32169,31349,64953,32374,31759,64133,62698,63518,,,64748,65158,,,
47323,56215,40526,26932,58566,11243,33729,44972,53864,2095,,,22486,29283,,,
27747,24027,8009,33896,45625,17878,53634,6149,2429,41905,,,35756,55494,,,
46610,45520,36961,17663,55714,9104,27312,36416,35326,54624,,,18208,27857,,,
32985,37234,34199,36627,1214,33592,35413,3642,7891,5463,,,1821,607,,,
53416,16884,5628,40778,17575,29522,23203,52725,16193,46406,,,59044,41469,,,
54307,30249,10083,52361,21139,32195,31222,63417,39359,62444,,,64390,43251,,,
15034,29421,9807,64716,60136,45102,4580,49682,64069,9160,,,24841,30068,,,
31464,14419,26594,16854,60493,29029,21724,50753,33708,43448,,,58058,62928,,,
47172,53950,39771,24969,57962,10790,32370,43160,49938,64740,,,21580,28981,,,
1171,17565,5855,15223,4684,3513,10539,14052,30446,21078,,,7026,2342,,,
10007,19379,50035,64728,40028,30021,24700,54721,64093,49400,,,60042,20014,,,
61794,11828,47518,18966,51087,54656,33242,22535,37932,1121,,,43949,58225,,,
25486,55475,62067,4503,36581,11095,33285,44380,9006,1207,,,22190,50972,,,
40852,24513,8171,8172,32682,57193,40853,32683,16344,16343,,,49023,16341,,,
22,330,110,286,88,66,198,264,572,396,,,132,44,,,
3872,58080,19360,50336,15488,11616,34848,46464,35309,4333,,,23232,7744,,,
27842,25452,8484,35131,46005,18163,54489,7289,4899,43615,,,36326,55684,,,
63330,34868,55198,38934,57231,59264,47066,40967,12505,28769,,,53165,61297,,,
34370,58009,41124,54632,6754,37747,47878,20262,43901,30393,,,10131,3377,,,
35724,12956,47894,6871,12170,41809,60064,36510,13742,54765,,,18255,6085,,,
12576,57914,62880,32762,50304,37728,47821,20186,161,30279,,,10093,25152,,,
56397,61599,20533,14168,29499,38465,50032,23134,28336,34701,,,11567,47431,,,
56059,56529,18843,9774,28147,37451,46990,19078,19548,28617,,,9539,46755,,,
61934,13928,48218,20786,51647,55076,34502,24215,41572,3641,,,44789,58505,,,
50126,32897,54541,63371,4415,19652,58956,13245,61379,52549,,,39304,34889,,,
63534,37928,56218,41586,58047,59876,48902,43415,17809,32441,,,54389,61705,,,
4911,8302,24555,63843,19644,14733,44199,58932,62323,23035,,,29466,9822,,,
14617,23166,7722,59295,58468,43851,827,44678,53227,1654,,,22339,29234,,,
23435,24710,51812,43203,28377,4942,14826,19768,21043,29652,,,9884,46870,,,
6691,35002,33455,21620,26764,20073,60219,14929,43240,55075,,,40146,13382,,,
1082,16230,5410,14066,4328,3246,9738,12984,28132,19476,,,6492,2164,,,
59706,45871,37078,57185,42735,48392,14450,62842,49007,28900,,,31421,54049,,,
50176,33647,54791,64021,4615,19802,59406,13845,62679,53449,,,39604,34989,,,
6971,39202,34855,25260,27884,20913,62739,18289,50520,60115,,,41826,13942,,,
50362,36437,55721,1076,5359,20360,61080,16077,2152,56797,,,40720,35361,,,
39707,7338,2446,58650,28102,53758,30548,18943,51937,61096,,,42153,14051,,,
59954,49591,38318,60409,43727,49136,16682,455,55455,33364,,,32909,54545,,,
28461,34737,11579,43178,48481,20020,60060,14717,20993,54757,,,40040,56922,,,
41548,34953,11651,17220,35466,59281,47117,41035,34440,28871,,,53199,17733,,,
57155,7606,24323,24022,32531,40739,56854,32230,48044,48345,,,16115,48947,,,
58741,31396,32253,44640,38875,45497,5765,51262,23917,11530,,,25631,52119,,,
11062,35204,55310,13080,44248,33186,34195,2018,26160,3027,,,1009,22124,,,
51385,51782,60836,14375,9451,23429,4924,28353,28750,9848,,,46858,37407,,,
23666,28175,52967,46206,29301,5635,16905,22540,27049,33810,,,11270,47332,,,
47347,56575,40646,27244,58662,11315,33945,45260,54488,2527,,,22630,29331,,,
31971,22024,29129,23445,62521,30550,26287,56837,46890,52574,,,61100,63942,,,
5678,19807,28390,8451,22712,17034,51102,2773,16902,36841,,,34068,11356,,,
18883,21793,29052,49390,10169,56649,39221,30507,33417,13079,,,47935,37766,,,
55258,44514,14838,64724,24943,35048,39781,9466,64085,14199,,,4733,45153,,,
51684,56267,62331,18262,10647,24326,7615,31941,36524,15230,,,48652,38005,,,
10927,33179,54635,11325,43708,32781,32980,398,22650,597,,,199,21854,,,
27625,22197,7399,32310,45137,17512,52536,4685,64620,39709,,,35024,55250,,,
25138,50255,60327,65342,35189,10051,30153,40204,65321,60306,,,20102,50276,,,
44967,20875,28746,61667,49142,4175,12525,16700,57971,25050,,,8350,24571,,,
5269,13672,26345,3134,21076,15807,47421,63228,6268,29479,,,31614,10538,,,
12262,53204,61310,28680,49048,36786,44995,16418,57360,24627,,,8209,24524,,,
1133,16995,5665,14729,4532,3399,10197,13596,29458,20394,,,6798,2266,,,
3319,49785,16595,43147,13276,9957,29871,39828,20931,59742,,,19914,6638,,,
61240,3518,44748,11764,48871,52994,28256,15887,23528,56512,,,40625,57117,,,
58708,30901,32088,44211,38743,45398,5468,50866,23059,10936,,,25433,52053,,,
5254,13447,26270,2939,21016,15762,47286,63048,5878,29209,,,31524,10508,,,
9622,13604,48110,59723,38488,28866,21235,50101,54083,42470,,,57732,19244,,,
59397,41236,35533,53168,41499,47465,11669,59134,40973,23338,,,29567,53431,,,
61155,2243,44323,10659,48531,52739,27491,14867,21318,54982,,,40115,56947,,,
43748,2590,22651,45820,44266,518,1554,2072,26277,3108,,,1036,22133,,,
52177,63662,64796,24671,12619,25805,12052,37857,49342,24104,,,51610,38991,,,
32332,27439,30934,28138,63965,31633,29536,61169,56276,59072,,,63266,64664,,,
3851,57765,19255,50063,15404,11553,34659,46212,34763,3955,,,23106,7702,,,
24146,35375,55367,52446,31221,7075,21225,28300,39529,42450,,,14150,48292,,,
1101,16515,5505,14313,4404,3303,9909,13212,28626,19818,,,6606,2202,,,
63050,30668,53798,35294,56111,58424,44546,37607,5225,23729,,,51485,60737,,,
50453,37802,56176,2259,5723,20633,61899,17169,4518,58435,,,41266,35543,,,
55723,51489,17163,5406,26803,36443,43966,15046,10812,22569,,,7523,46083,,,
2798,41970,13990,36374,11192,8394,25182,33576,7385,50364,,,16788,5596,,,
34907,701,43809,61613,8902,39358,52711,26706,57863,40059,,,13353,4451,,,
64873,58013,62913,58993,63403,63893,60953,59483,52623,56543,,,62423,64383,,,
44486,13660,26341,55414,47218,2732,8196,10928,45465,16392,,,5464,23609,,,
51339,51092,60606,13777,9267,23291,4510,27801,27554,9020,,,46582,37315,,,
15570,37461,12487,6321,62280,46710,9404,56114,12642,18808,,,28057,31140,,,
60437,56836,40733,1325,45659,50585,21029,6251,2650,42058,,,35807,55511,,,
48106,2597,44441,37111,61698,13592,40776,54368,8859,16189,,,27184,30849,,,
34829,64894,43419,60599,8590,39124,52009,25770,55835,38655,,,12885,4295,,,
51145,48182,59636,11255,8491,22709,2764,25473,22510,5528,,,45418,36927,,,
46789,48205,37856,19990,56430,9641,28923,38564,39980,57846,,,19282,28215,,,
64489,52253,60993,54001,61867,62741,57497,54875,42639,49631,,,60119,63615,,,
42265,45708,15236,26541,38334,61432,53570,49639,53082,41777,,,57501,19167,,,
52621,4959,1653,30443,14395,27137,16048,43185,60886,32096,,,54274,39879,,,
45113,23065,29476,63565,49726,4613,13839,18452,61767,27678,,,9226,24863,,,
30965,6934,24099,10367,58497,27532,17233,44765,20734,34466,,,55064,61930,,,
24711,43850,58192,59791,33481,8770,26310,35080,54219,52620,,,17540,49422,,,
35178,4766,45164,65136,9986,40171,55150,29958,64909,44937,,,14979,4993,,,
47206,54460,39941,25411,58098,10892,32676,43568,50822,65352,,,21784,29049,,,
7155,41962,35775,27652,28620,21465,64395,20497,55304,63427,,,42930,14310,,,
17383,64656,21552,29890,4169,52149,25721,12507,59780,51442,,,38935,34766,,,
52710,6294,2098,31600,14751,27404,16849,44253,63200,33698,,,54808,40057,,,
60777,61936,42433,5745,47019,51605,24089,10331,11490,48178,,,37847,56191,,,
42583,50478,16826,30675,39606,62386,56432,53455,61350,47501,,,59409,19803,,,
43226,60123,20041,39034,42178,64315,62219,61171,12705,59075,,,63267,21089,,,
25668,58205,62977,6869,37309,11641,34923,46564,13738,4483,,,23282,51336,,,
7521,47452,37605,32410,30084,22563,2326,24889,64820,4652,,,45126,15042,,,
16436,50451,16817,17579,381,49308,17198,1143,35158,34396,,,33253,32872,,,
16764,55371,18457,21843,1693,50292,20150,5079,43686,40300,,,35221,33528,,,
9129,6209,45645,53314,36516,27387,16798,44185,41265,33596,,,54774,18258,,,
37992,46976,59234,36355,21242,48613,15113,63726,7347,30226,,,31863,10621,,,
19566,32038,32467,58269,12901,58698,45368,38703,51175,25373,,,52033,39132,,,
44740,17470,27611,58716,48234,3494,10482,13976,52069,20964,,,6988,24117,,,
30680,2659,22674,6662,57357,26677,14668,41345,13324,29336,,,53354,61360,,,
39914,10443,3481,61341,28930,54379,32411,21427,57319,64822,,,43395,14465,,,
31023,7804,24389,11121,58729,27706,17755,45461,22242,35510,,,55412,62046,,,
34919,881,43869,61769,8950,39394,52819,26850,58175,40275,,,13425,4475,,,
1622,24330,8110,21086,6488,4866,14598,19464,42172,29196,,,9732,3244,,,
24020,33485,54737,50808,30717,6697,20091,26788,36253,40182,,,13394,48040,,,
44288,10690,25351,52840,46426,2138,6414,8552,40317,12828,,,4276,23213,,,
16491,51276,17092,18294,601,49473,17693,1803,36588,35386,,,33583,32982,,,
26444,4482,1494,16957,40413,13969,41907,55876,33914,18451,,,27938,52888,,,
13371,4476,1492,43097,53484,40113,54976,29726,20831,44589,,,14863,26742,,,
228,3420,1140,2964,912,684,2052,2736,5928,4104,,,1368,456,,,
40128,13653,4551,64123,29786,55021,34337,23995,62883,3311,,,44679,14893,,,
3324,49860,16620,43212,13296,9972,29916,39888,21061,59832,,,19944,6648,,,
62120,16718,49148,23204,52391,55634,36176,26447,46408,6989,,,45905,58877,,,
17499,1033,22132,31398,4633,52497,26765,13899,62796,53530,,,39631,34998,,,
7763,51082,38815,35556,31052,23289,4504,27793,5749,9008,,,46578,15526,,,
59028,35701,33688,48371,40023,46358,8348,54706,31379,16696,,,27353,52693,,,
61574,8528,46418,16106,50207,53996,31262,19895,32212,62524,,,42629,57785,,,
52129,62942,64556,24047,12427,25661,11620,37281,48094,23240,,,51322,38895,,,
23884,31445,54057,49040,30173,6289,18867,25156,32717,37734,,,12578,47768,,,
20352,43828,36397,3124,16045,61056,52442,48135,6248,39521,,,56749,40704,,,
52350,894,298,26920,13311,26324,13609,39933,53840,27218,,,52648,39337,,,
62780,26618,52448,31784,55031,57614,42116,34367,63568,18869,,,49865,60197,,,
2933,43995,14665,38129,11732,8799,26397,35196,10895,52794,,,17598,5866,,,
58667,30286,31883,43678,38579,45275,5099,50374,21993,10198,,,25187,51971,,,
63401,35933,55553,39857,57515,59477,47705,41819,14351,30047,,,53591,61439,,,
46866,49360,38241,20991,56738,9872,29616,39488,41982,59232,,,19744,28369,,,
12678,59444,63390,34088,50712,38034,48739,21410,2813,32115,,,10705,25356,,,
8986,4064,44930,51455,35944,26958,15511,42469,37547,31022,,,53916,17972,,,
12824,61634,64120,35986,51296,38472,50053,23162,6609,34743,,,11581,25648,,,
34682,62689,42684,58688,8002,38683,50686,24006,52013,36009,,,12003,4001,,,
25273,52280,61002,1734,35729,10456,31368,41824,3468,62736,,,20912,50546,,,
3364,50460,16820,43732,13456,10092,30276,40368,22101,60552,,,20184,6728,,,
3797,56955,18985,49361,15188,11391,34173,45564,33359,2983,,,22782,7594,,,
14642,23541,7847,59620,58568,43926,1052,44978,53877,2104,,,22489,29284,,,
